,team,season,opp,datetime,day_week,week,W/L,ot,record,home/away,team_score,opp_score,1D_gained,team_total_yards,team_pass_yards,team_rush_yards,team_turnover,1D_allowed,opp_total_yards,opp_pass_yards,opp_rush_yards,opp_turnover,offense_expected_points,defense_expected_points,sp_expected_points
93,CHI,2007,SEA,2007-11-18 16:16:00,Sun,11,0.0,0,4-6,AWAY,23.0,30.0,16.0,345.0,238.0,107.0,1.0,21.0,425.0,322.0,103.0,1.0,-7.36,-7.77,7.93
94,CHI,2007,DEN,2007-11-25 16:16:00,Sun,12,1.0,1,5-6,HOME,37.0,34.0,18.0,293.0,171.0,122.0,4.0,22.0,430.0,292.0,138.0,2.0,-7.99,-0.47,15.97
95,CHI,2007,NYG,2007-12-02 16:15:00,Sun,13,0.0,0,5-7,HOME,16.0,21.0,18.0,312.0,244.0,68.0,0.0,24.0,356.0,181.0,175.0,4.0,-6.25,0.84,2.0
96,CHI,2007,WAS,2007-12-06 20:16:00,Thu,14,0.0,0,5-8,AWAY,16.0,24.0,22.0,356.0,296.0,60.0,2.0,15.0,345.0,314.0,31.0,1.0,-9.55,-2.75,0.12
97,CHI,2007,MIN,2007-12-17 20:40:00,Mon,15,0.0,0,5-9,AWAY,13.0,20.0,11.0,209.0,177.0,32.0,1.0,21.0,372.0,236.0,136.0,4.0,-20.85,7.45,8.38
98,CHI,2007,GNB,2007-12-23 13:03:00,Sun,16,1.0,0,6-9,HOME,35.0,7.0,14.0,240.0,104.0,136.0,0.0,13.0,274.0,149.0,125.0,2.0,-2.12,20.49,6.96
99,CHI,2007,NOR,2007-12-30 13:00:00,Sun,17,1.0,0,7-9,HOME,33.0,25.0,13.0,275.0,179.0,96.0,3.0,28.0,413.0,308.0,105.0,3.0,-6.72,4.76,14.33
100,CHI,2008,IND,2008-09-07 20:23:00,Sun,1,1.0,0,1-0,AWAY,29.0,13.0,17.0,319.0,136.0,183.0,0.0,23.0,293.0,240.0,53.0,1.0,8.9,3.92,1.86
101,CHI,2008,CAR,2008-09-14 13:03:00,Sun,2,0.0,0,1-1,AWAY,17.0,20.0,12.0,256.0,141.0,115.0,2.0,12.0,216.0,102.0,114.0,1.0,-17.42,15.67,-1.64
102,CHI,2008,TAM,2008-09-21 13:02:00,Sun,3,0.0,1,1-2,HOME,24.0,27.0,21.0,405.0,247.0,158.0,2.0,28.0,454.0,407.0,47.0,4.0,-6.65,-0.81,3.46
103,CHI,2008,PHI,2008-09-28 20:23:00,Sun,4,1.0,0,2-2,HOME,24.0,20.0,13.0,256.0,178.0,78.0,4.0,18.0,340.0,237.0,103.0,2.0,-19.47,9.52,12.34
104,CHI,2008,DET,2008-10-05 13:02:00,Sun,5,1.0,0,3-2,AWAY,34.0,7.0,21.0,425.0,328.0,97.0,1.0,12.0,185.0,131.0,54.0,2.0,11.52,24.0,-8.38
105,CHI,2008,ATL,2008-10-12 13:02:00,Sun,6,0.0,0,3-3,AWAY,20.0,22.0,22.0,361.0,282.0,79.0,1.0,18.0,376.0,301.0,75.0,1.0,9.31,-9.1,0.85
106,CHI,2008,MIN,2008-10-19 13:02:00,Sun,7,1.0,0,4-3,HOME,48.0,41.0,20.0,327.0,274.0,53.0,1.0,28.0,439.0,284.0,155.0,5.0,9.19,-5.57,5.14
